tier,role,target,stat,age_bucket,pt_bucket,history_bucket,n,mean_error,rmse,cov80
marcel,H,2022,hr_pct,28-30,>400,2,3,0.0064982114728298675,0.006852470212358431,
marcel,H,2022,hr_pct,28-30,>400,3+,52,0.007882363067831556,0.014284834787723825,
marcel,H,2022,hr_pct,31-33,150-400,2,2,0.01313779508467969,0.013142135118926146,
marcel,H,2022,hr_pct,31-33,150-400,3+,22,0.009969837615604025,0.014538894759123785,
marcel,H,2022,hr_pct,31-33,<150,1,2,0.00800414559901958,0.0168666043296803,
marcel,H,2022,hr_pct,31-33,<150,2,1,0.01357847772183494,0.01357847772183494,
marcel,H,2022,hr_pct,31-33,<150,3+,1,0.0175236615337001,0.0175236615337001,
marcel,H,2022,hr_pct,31-33,>400,2,2,0.011251490275285849,0.011827797231625638,
marcel,H,2022,hr_pct,31-33,>400,3+,38,0.006229160412427042,0.013352825028101041,
marcel,H,2022,hr_pct,<=24,150-400,1,2,0.0029935348089057483,0.007825891514241482,
marcel,H,2022,hr_pct,<=24,150-400,2,7,0.005407541748789444,0.010984617821253671,
marcel,H,2022,hr_pct,<=24,150-400,3+,2,0.023109422789089163,0.024632928588747327,
marcel,H,2022,hr_pct,<=24,<150,1,6,0.00896117946815175,0.016142257589318983,
marcel,H,2022,hr_pct,<=24,<150,2,4,0.002863436476269989,0.020047910595891626,
marcel,H,2022,hr_pct,<=24,>400,1,2,0.00849303379285547,0.012225557888395527,
marcel,H,2022,hr_pct,<=24,>400,2,2,0.0023972870370781198,0.01758918943163946,
marcel,H,2022,hr_pct,<=24,>400,3+,3,0.007910483187953201,0.00796280163213748,
marcel,H,2022,hr_pct,>=34,150-400,2,2,0.010474445107353117,0.011821011358911122,
marcel,H,2022,hr_pct,>=34,150-400,3+,6,0.0037591501773725352,0.017031363564174024,
marcel,H,2022,hr_pct,>=34,<150,3+,1,0.017190503195922458,0.017190503195922458,
marcel,H,2022,hr_pct,>=34,>400,3+,20,0.01128152713722144,0.016714942934222307,
marcel,H,2023,hr_pct,25-27,150-400,1,5,-0.007729836688721934,0.008229067962137753,
marcel,H,2023,hr_pct,25-27,150-400,2,16,-0.0034959337905591326,0.016094497247913328,
marcel,H,2023,hr_pct,25-27,150-400,3+,12,-0.0012932134489651449,0.012573872118286901,
marcel,H,2023,hr_pct,25-27,<150,1,10,-0.008087742230314493,0.013594023329105854,
marcel,H,2023,hr_pct,25-27,<150,2,5,0.004052422351545475,0.010515110003434908,
marcel,H,2023,hr_pct,25-27,<150,3+,1,-0.014493574846627333,0.014493574846627333,
marcel,H,2023,hr_pct,25-27,>400,1,5,0.0048880379278622476,0.0114233700371228,
marcel,H,2023,hr_pct,25-27,>400,2,8,-0.0016983565027443442,0.004656883491477503,
marcel,H,2023,hr_pct,25-27,>400,3+,24,-0.0004956473033963622,0.007420658570723955,
marcel,H,2023,hr_pct,28-30,150-400,3+,28,0.006016492981609184,0.011817559763410805,
marcel,H,2023,hr_pct,28-30,<150,1,3,-0.0033180851769618186,0.015492590320710245,
marcel,H,2023,hr_pct,28-30,<150,2,4,-0.005642045195714524,0.010549754805506097,
marcel,H,2023,hr_pct,28-30,<150,3+,4,-0.017707424213443543,0.021130015518175397,
marcel,H,2023,hr_pct,28-30,>400,1,1,-0.0036827773337466015,0.0036827773337466015,
marcel,H,2023,hr_pct,28-30,>400,2,2,-0.005796179912981267,0.008392050241175711,
marcel,H,2023,hr_pct,28-30,>400,3+,60,-0.0018314252442446298,0.011289550509295502,
marcel,H,2023,hr_pct,31-33,150-400,1,2,0.01366928205317909,0.017670684524004384,
marcel,H,2023,hr_pct,31-33,150-400,2,2,0.015248021016220938,0.016589985632364614,
marcel,H,2023,hr_pct,31-33,150-400,3+,16,0.0018705695116537002,0.013133898220191922,
marcel,H,2023,hr_pct,31-33,<150,2,1,0.004598898983218119,0.004598898983218119,
marcel,H,2023,hr_pct,31-33,<150,3+,2,0.014592027795215266,0.014674149464321419,
marcel,H,2023,hr_pct,31-33,>400,2,1,0.01655555033864417,0.01655555033864417,
marcel,H,2023,hr_pct,31-33,>400,3+,40,-0.0010007184720088795,0.011943848469264535,
marcel,H,2023,hr_pct,<=24,150-400,1,8,-0.0030205000062131226,0.0119279398342809,
marcel,H,2023,hr_pct,<=24,150-400,2,5,0.0011712125458214246,0.01037025389226617,
marcel,H,2023,hr_pct,<=24,150-400,3+,3,-0.005093152155361881,0.009623482344559574,
marcel,H,2023,hr_pct,<=24,<150,1,20,-0.002332315559661967,0.01544051785060929,
marcel,H,2023,hr_pct,<=24,<150,2,1,0.025381317847887858,0.025381317847887858,
marcel,H,2023,hr_pct,<=24,>400,1,8,-0.006335860627624035,0.012891190499566753,
marcel,H,2023,hr_pct,<=24,>400,2,1,0.003909051437482021,0.003909051437482021,
marcel,H,2023,hr_pct,<=24,>400,3+,6,0.003187766468707532,0.0093411090690344,
marcel,H,2023,hr_pct,>=34,150-400,3+,10,0.002036993285013995,0.009215968266604093,
marcel,H,2023,hr_pct,>=34,<150,3+,1,-0.008475974894008934,0.008475974894008934,
marcel,H,2023,hr_pct,>=34,>400,3+,20,0.0020278513978701576,0.011073879532344068,
marcel,H,2024,hr_pct,25-27,150-400,1,6,0.0038007599263867636,0.010897201367444901,
marcel,H,2024,hr_pct,25-27,150-400,2,15,0.001086618009773783,0.01206414277679671,
marcel,H,2024,hr_pct,25-27,150-400,3+,13,0.00298563701719853,0.0077855823244624735,
marcel,H,2024,hr_pct,25-27,<150,1,12,0.005315842709464357,0.01068545940050107,
marcel,H,2024,hr_pct,25-27,<150,2,8,0.008184480270111493,0.012465533443783596,
marcel,H,2024,hr_pct,25-27,<150,3+,8,0.00027091625687829766,0.010608088252609981,
marcel,H,2024,hr_pct,25-27,>400,1,2,-0.00399526715970237,0.011309207209550228,
marcel,H,2024,hr_pct,25-27,>400,2,15,0.0007888375330099926,0.0116198862348789,
marcel,H,2024,hr_pct,25-27,>400,3+,37,0.004212333420029597,0.011201056078895943,
marcel,H,2024,hr_pct,28-30,150-400,2,3,0.011254371532340492,0.014958531804963907,
marcel,H,2024,hr_pct,28-30,150-400,3+,32,0.0030709871663546027,0.010986495446114228,
marcel,H,2024,hr_pct,28-30,<150,1,1,-0.0029519619546448453,0.0029519619546448453,
marcel,H,2024,hr_pct,28-30,<150,2,1,-0.024223824253721795,0.024223824253721795,
marcel,H,2024,hr_pct,28-30,<150,3+,4,0.002312942868857407,0.010364671840597613,
marcel,H,2024,hr_pct,28-30,>400,1,1,0.0038358698445603197,0.0038358698445603197,
marcel,H,2024,hr_pct,28-30,>400,2,1,-0.003218814449338324,0.003218814449338324,
marcel,H,2024,hr_pct,28-30,>400,3+,47,-0.000924862873786655,0.010427757148204767,
marcel,H,2024,hr_pct,31-33,150-400,2,1,0.003849264332260363,0.003849264332260363,
marcel,H,2024,hr_pct,31-33,150-400,3+,18,0.006442733479259795,0.010526691052402856,
marcel,H,2024,hr_pct,31-33,<150,1,1,-0.004261946801402298,0.004261946801402298,
marcel,H,2024,hr_pct,31-33,<150,2,1,-0.005300745236398466,0.005300745236398466,
marcel,H,2024,hr_pct,31-33,>400,2,2,0.001301676581524672,0.013874579209148323,
marcel,H,2024,hr_pct,31-33,>400,3+,40,0.0009904894769067372,0.010581733651677642,
marcel,H,2024,hr_pct,<=24,150-400,1,4,0.008447718144883501,0.014118263338998122,
marcel,H,2024,hr_pct,<=24,150-400,2,6,0.002778586207708536,0.013681938205308044,
marcel,H,2024,hr_pct,<=24,<150,1,14,0.0008817430204691864,0.012559457260757627,
marcel,H,2024,hr_pct,<=24,<150,2,3,0.0006876039573117379,0.01580298811715376,
marcel,H,2024,hr_pct,<=24,>400,1,3,0.007728598200039525,0.011852118053277677,
marcel,H,2024,hr_pct,<=24,>400,2,13,-0.0012407960021094172,0.010315997869871203,
marcel,H,2024,hr_pct,<=24,>400,3+,3,-0.0024785982929329074,0.008346065110963774,
marcel,H,2024,hr_pct,>=34,150-400,3+,10,0.0003393122355654322,0.015021439661648556,
marcel,H,2024,hr_pct,>=34,<150,2,1,0.0025161576921231207,0.0025161576921231207,
marcel,H,2024,hr_pct,>=34,>400,3+,22,0.0046372202937500625,0.009082897350381463,
marcel,H,2021,k_pct,25-27,150-400,1,1,0.054751272886263413,0.054751272886263413,
marcel,H,2021,k_pct,25-27,150-400,2,7,0.041523200284987564,0.05000534059376506,
marcel,H,2021,k_pct,25-27,150-400,3+,37,0.010676974540263546,0.03955783709274634,
marcel,H,2021,k_pct,25-27,<150,1,11,-0.0234978222751401,0.06709433070692451,
marcel,H,2021,k_pct,25-27,<150,2,22,-0.012265639077337078,0.03157956669271156,
marcel,H,2021,k_pct,25-27,<150,3+,25,0.006314887939614404,0.03639307302093659,
marcel,H,2021,k_pct,28-30,150-400,1,1,-0.024705158755447876,0.024705158755447876,
marcel,H,2021,k_pct,28-30,150-400,2,2,-0.008365005737710998,0.012695666061460595,
marcel,H,2021,k_pct,28-30,150-400,3+,55,0.0012399220240124254,0.03233547462681952,
marcel,H,2021,k_pct,28-30,<150,1,3,0.0516305336793486,0.05290828398829298,
marcel,H,2021,k_pct,28-30,<150,2,12,-0.00907110490167906,0.03629776101120366,
marcel,H,2021,k_pct,28-30,<150,3+,37,-0.002352590808918597,0.04485407708858432,
marcel,H,2021,k_pct,31-33,150-400,2,3,-0.016430639322421465,0.04072383465498806,
marcel,H,2021,k_pct,31-33,150-400,3+,41,-0.003752918560721113,0.03128507285095283,
marcel,H,2021,k_pct,31-33,<150,1,1,0.053804555730803116,0.053804555730803116,
marcel,H,2021,k_pct,31-33,<150,2,1,0.004713733206907128,0.004713733206907128,
marcel,H,2021,k_pct,31-33,<150,3+,21,0.00975768388916196,0.026701500964946192,
marcel,H,2021,k_pct,<=24,150-400,1,2,-0.004985249108357646,0.0565758013793414,
marcel,H,2021,k_pct,<=24,150-400,2,5,0.004368873664403125,0.0218063952274682,
marcel,H,2021,k_pct,<=24,150-400,3+,6,0.020477753653486794,0.03148626738152525,
marcel,H,2021,k_pct,<=24,<150,1,12,-0.01707972918845544,0.058011279672404686,
marcel,H,2021,k_pct,<=24,<150,2,9,0.022376019975066413,0.03302118973604201,
marcel,H,2021,k_pct,<=24,<150,3+,2,0.003513875285164781,0.015227384787810513,
marcel,H,2021,k_pct,>=34,150-400,3+,19,-0.00040548403551299446,0.024846108254969062,
marcel,H,2021,k_pct,>=34,<150,1,2,-0.011882059699243283,0.03197514199499027,
marcel,H,2021,k_pct,>=34,<150,2,4,-0.024304528932611976,0.036529191836621455,
marcel,H,2021,k_pct,>=34,<150,3+,4,0.016956832647340367,0.029122947370911915,
marcel,H,2022,k_pct,25-27,150-400,1,7,0.015405969352149985,0.032546897228809116,
marcel,H,2022,k_pct,25-27,150-400,2,8,0.002457617982478659,0.024264785149803205,
marcel,H,2022,k_pct,25-27,150-400,3+,23,0.012299923525395228,0.04661659324435276,
marcel,H,2022,k_pct,25-27,<150,1,9,-0.01666335461390645,0.046553551296447976,
marcel,H,2022,k_pct,25-27,<150,2,3,-0.036536360642719146,0.06683318224903036,
marcel,H,2022,k_pct,25-27,<150,3+,6,-0.004948674194005571,0.04935521950416939,
marcel,H,2022,k_pct,25-27,>400,1,1,0.0010354482512174301,0.0010354482512174301,
marcel,H,2022,k_pct,25-27,>400,2,4,0.009743530106908968,0.04117776739971385,
marcel,H,2022,k_pct,25-27,>400,3+,40,0.019003412025959194,0.032589782751895925,
marcel,H,2022,k_pct,28-30,150-400,2,4,0.020407848427523922,0.03144037291832919,
marcel,H,2022,k_pct,28-30,150-400,3+,29,0.0027612356579340813,0.03912271953936987,
marcel,H,2022,k_pct,28-30,<150,1,1,-0.020984110390077332,0.020984110390077332,
marcel,H,2022,k_pct,28-30,<150,2,2,0.00698106067154588,0.03219213529332382,
marcel,H,2022,k_pct,28-30,<150,3+,5,-0.0026611477191293134,0.046541976898401734,
marcel,H,2022,k_pct,28-30,>400,2,3,-0.008158987082668802,0.018590296339286744,
marcel,H,2022,k_pct,28-30,>400,3+,52,0.0019728426961129007,0.03322870772319294,
marcel,H,2022,k_pct,31-33,150-400,2,2,0.012699347181210147,0.01548279448643083,
marcel,H,2022,k_pct,31-33,150-400,3+,22,5.53390581179852e-05,0.03471832851510754,
marcel,H,2022,k_pct,31-33,<150,1,2,-0.07904252176838816,0.09083881296432103,
marcel,H,2022,k_pct,31-33,<150,2,1,-0.029619988767859373,0.029619988767859373,
marcel,H,2022,k_pct,31-33,<150,3+,1,-0.009714523877117437,0.009714523877117437,
marcel,H,2022,k_pct,31-33,>400,2,2,0.006657806226833839,0.01707002689261335,
marcel,H,2022,k_pct,31-33,>400,3+,38,0.006655024698727354,0.03452363118248298,
marcel,H,2022,k_pct,<=24,150-400,1,2,-0.008821224384687024,0.06286354165543372,
marcel,H,2022,k_pct,<=24,150-400,2,7,0.01711289260177936,0.0369322701586127,
marcel,H,2022,k_pct,<=24,150-400,3+,2,0.015296839179960709,0.016960096545075694,
marcel,H,2022,k_pct,<=24,<150,1,6,-0.018200191864981966,0.052969333742760465,
marcel,H,2022,k_pct,<=24,<150,2,4,0.0018617916467236406,0.06790571054588389,
marcel,H,2022,k_pct,<=24,>400,1,2,0.016518025413353676,0.040253661591629825,
marcel,H,2022,k_pct,<=24,>400,2,2,0.026128195479366793,0.037662419873719745,
marcel,H,2022,k_pct,<=24,>400,3+,3,0.0022711046925277985,0.01753211321992443,
marcel,H,2022,k_pct,>=34,150-400,2,2,-0.005846089254035411,0.008541830009576935,
marcel,H,2022,k_pct,>=34,150-400,3+,6,-0.019996699209228433,0.050824829782633696,
marcel,H,2022,k_pct,>=34,<150,3+,1,-0.02920599629672327,0.02920599629672327,
marcel,H,2022,k_pct,>=34,>400,3+,20,-0.0023371022622688522,0.028009492844760103,
marcel,H,2023,k_pct,25-27,150-400,1,5,-0.0017042370115495234,0.025119317244514078,
marcel,H,2023,k_pct,25-27,150-400,2,16,0.003372621399608037,0.028562427584110733,
marcel,H,2023,k_pct,25-27,150-400,3+,12,0.0019888247220522038,0.043865077671617035,
marcel,H,2023,k_pct,25-27,<150,1,10,-0.031814473654881284,0.06088273605774914,
marcel,H,2023,k_pct,25-27,<150,2,5,-0.021490175573891476,0.05110255918121076,
marcel,H,2023,k_pct,25-27,<150,3+,1,-0.06368527466281093,0.06368527466281093,
marcel,H,2023,k_pct,25-27,>400,1,5,0.033076240483383604,0.03423775788329725,
marcel,H,2023,k_pct,25-27,>400,2,8,0.000500930154247574,0.012842795836196292,
marcel,H,2023,k_pct,25-27,>400,3+,24,0.020765987426066092,0.04396296386986172,
marcel,H,2023,k_pct,28-30,150-400,3+,28,0.006777697011275504,0.03518009730080899,
marcel,H,2023,k_pct,28-30,<150,1,3,0.0030179158185164832,0.04569264251558239,
marcel,H,2023,k_pct,28-30,<150,2,4,-0.01455271509812136,0.026740083875057087,
marcel,H,2023,k_pct,28-30,<150,3+,4,-0.03249714758529873,0.05050494188342774,
marcel,H,2023,k_pct,28-30,>400,1,1,0.014532531076136168,0.014532531076136168,
marcel,H,2023,k_pct,28-30,>400,2,2,-0.005842623277010588,0.017855064740548376,
marcel,H,2023,k_pct,28-30,>400,3+,60,-0.005199970400962544,0.02749261311328816,
marcel,H,2023,k_pct,31-33,150-400,1,2,0.003607659836712393,0.030641852201692004,
marcel,H,2023,k_pct,31-33,150-400,2,2,-0.007997312199043278,0.030621408913603383,
marcel,H,2023,k_pct,31-33,150-400,3+,16,0.010360807366820964,0.03717707857878194,
marcel,H,2023,k_pct,31-33,<150,2,1,0.04304616791933885,0.04304616791933885,
marcel,H,2023,k_pct,31-33,<150,3+,2,0.030459255662812525,0.051931054521919574,
marcel,H,2023,k_pct,31-33,>400,2,1,-0.06766219104198862,0.06766219104198862,
marcel,H,2023,k_pct,31-33,>400,3+,40,-0.0031222325773952835,0.03045553125791626,
marcel,H,2023,k_pct,<=24,150-400,1,8,-0.03974861815464387,0.06163408198120222,
marcel,H,2023,k_pct,<=24,150-400,2,5,-0.013210107857484608,0.038609316660138004,
marcel,H,2023,k_pct,<=24,150-400,3+,3,0.041980103259901785,0.05212913343141142,
marcel,H,2023,k_pct,<=24,<150,1,20,-0.021889830394736416,0.04719379636696676,
marcel,H,2023,k_pct,<=24,<150,2,1,0.029239215117398243,0.029239215117398243,
marcel,H,2023,k_pct,<=24,>400,1,8,-0.008254750208674312,0.03139652793526903,
marcel,H,2023,k_pct,<=24,>400,2,1,0.02743643300706053,0.02743643300706053,
marcel,H,2023,k_pct,<=24,>400,3+,6,0.016065527627736532,0.030033448563567895,
marcel,H,2023,k_pct,>=34,150-400,3+,10,-0.025058005319834945,0.0417677655242811,
marcel,H,2023,k_pct,>=34,<150,3+,1,-0.015636477608715615,0.015636477608715615,
marcel,H,2023,k_pct,>=34,>400,3+,20,-0.0006730132178378002,0.03520014526399838,
marcel,H,2024,k_pct,25-27,150-400,1,6,0.005573582260952224,0.03403234474461172,
marcel,H,2024,k_pct,25-27,150-400,2,15,0.013033823524031917,0.049067774232696,
marcel,H,2024,k_pct,25-27,150-400,3+,13,0.025485752862227283,0.04914447936838665,
marcel,H,2024,k_pct,25-27,<150,1,12,-0.013910705601669725,0.04354847881170163,
marcel,H,2024,k_pct,25-27,<150,2,8,-0.019909194868703628,0.05171630291282744,
marcel,H,2024,k_pct,25-27,<150,3+,8,0.01154439278687263,0.02471425841370773,
marcel,H,2024,k_pct,25-27,>400,1,2,0.010054424578495421,0.05275649046423596,
marcel,H,2024,k_pct,25-27,>400,2,15,0.015509745532822292,0.025433149473550305,
marcel,H,2024,k_pct,25-27,>400,3+,37,0.0033221352599500844,0.031922462696751766,
marcel,H,2024,k_pct,28-30,150-400,2,3,-0.00543704079491294,0.044249153219283424,
marcel,H,2024,k_pct,28-30,150-400,3+,32,0.0011001121567247142,0.04096686116132429,
marcel,H,2024,k_pct,28-30,<150,1,1,0.02120389090184316,0.02120389090184316,
marcel,H,2024,k_pct,28-30,<150,2,1,0.0022344568947307297,0.0022344568947307297,
marcel,H,2024,k_pct,28-30,<150,3+,4,0.04935950468313701,0.06300502263362324,
marcel,H,2024,k_pct,28-30,>400,1,1,0.04260419764730311,0.04260419764730311,
marcel,H,2024,k_pct,28-30,>400,2,1,-0.042881863463782616,0.042881863463782616,
marcel,H,2024,k_pct,28-30,>400,3+,47,-0.0030449012395097662,0.023647803149182526,
marcel,H,2024,k_pct,31-33,150-400,2,1,0.03593767937414294,0.03593767937414294,
marcel,H,2024,k_pct,31-33,150-400,3+,18,-0.01506886182887491,0.0356282215704589,
marcel,H,2024,k_pct,31-33,<150,1,1,-0.04649119600881979,0.04649119600881979,
marcel,H,2024,k_pct,31-33,<150,2,1,-0.04465427353653262,0.04465427353653262,
marcel,H,2024,k_pct,31-33,>400,2,2,-0.006612730524426113,0.013442188231541365,
marcel,H,2024,k_pct,31-33,>400,3+,40,0.005389570607781066,0.025071722049578152,
marcel,H,2024,k_pct,<=24,150-400,1,4,-0.011886951221013731,0.05860444717471238,
marcel,H,2024,k_pct,<=24,150-400,2,6,-0.030884087064686927,0.05654592229852547,
marcel,H,2024,k_pct,<=24,<150,1,14,-0.006178028904185486,0.037689165263400444,
marcel,H,2024,k_pct,<=24,<150,2,3,-0.0208757974777656,0.03847128939982486,
marcel,H,2024,k_pct,<=24,>400,1,3,0.012168315574885267,0.03167191994399577,
marcel,H,2024,k_pct,<=24,>400,2,13,-0.006877311672672028,0.03858616303518083,
marcel,H,2024,k_pct,<=24,>400,3+,3,0.010787547861025546,0.024352517179149047,
marcel,H,2024,k_pct,>=34,150-400,3+,10,-0.002520850655148511,0.02171423239320481,
marcel,H,2024,k_pct,>=34,<150,2,1,0.024384127555683838,0.024384127555683838,
marcel,H,2024,k_pct,>=34,>400,3+,22,0.00038046944463401887,0.026468369321723084,
marcel,H,2021,woba,25-27,150-400,1,1,-0.0009595883884472856,0.0009595883884472856,
marcel,H,2021,woba,25-27,150-400,2,7,0.00023289998663487705,0.03349451133774916,
marcel,H,2021,woba,25-27,150-400,3+,37,0.008136161756589932,0.03689795948993576,
marcel,H,2021,woba,25-27,<150,1,11,0.016329134033576102,0.026897907403688033,
marcel,H,2021,woba,25-27,<150,2,22,0.009260811566781671,0.024733671717727407,
marcel,H,2021,woba,25-27,<150,3+,25,0.0066256491427081916,0.03964549416393633,
marcel,H,2021,woba,28-30,150-400,1,1,0.013109291761387032,0.013109291761387032,
marcel,H,2021,woba,28-30,150-400,2,2,0.0454694533434923,0.046957681913265784,
marcel,H,2021,woba,28-30,150-400,3+,55,0.009771281465404642,0.031413546794363194,
marcel,H,2021,woba,28-30,<150,1,3,-0.04254760159563116,0.05678132260952381,
marcel,H,2021,woba,28-30,<150,2,12,0.006831376834449125,0.02815516808174967,
marcel,H,2021,woba,28-30,<150,3+,37,0.0032449127709337534,0.031069396597393252,
marcel,H,2021,woba,31-33,150-400,2,3,-0.0024167898693537096,0.028417001313910905,
marcel,H,2021,woba,31-33,150-400,3+,41,0.010320238161430725,0.0324659185840964,
marcel,H,2021,woba,31-33,<150,1,1,-0.010436724902493977,0.010436724902493977,
marcel,H,2021,woba,31-33,<150,2,1,0.021614691630016503,0.021614691630016503,
marcel,H,2021,woba,31-33,<150,3+,21,0.008960575279148047,0.031623799774653676,
marcel,H,2021,woba,<=24,150-400,1,2,0.013009302530630009,0.07042311347881296,
marcel,H,2021,woba,<=24,150-400,2,5,-0.026119043665496722,0.048743906193195324,
marcel,H,2021,woba,<=24,150-400,3+,6,-0.0014775783406165254,0.03512631833543725,
marcel,H,2021,woba,<=24,<150,1,12,0.013709855771899463,0.032928974953965344,
marcel,H,2021,woba,<=24,<150,2,9,0.02136504780214914,0.03532775661785373,
marcel,H,2021,woba,<=24,<150,3+,2,-0.005817263076236234,0.022048773605880128,
marcel,H,2021,woba,>=34,150-400,3+,19,0.0028707876250860754,0.034313788969068455,
marcel,H,2021,woba,>=34,<150,1,2,-0.047365456342660386,0.0475791659258778,
marcel,H,2021,woba,>=34,<150,2,4,-0.008245189199650962,0.041977306836860726,
marcel,H,2021,woba,>=34,<150,3+,4,0.00941659314827126,0.019090021625970077,
marcel,H,2022,woba,25-27,150-400,1,7,0.014391239802728058,0.028812857157532387,
marcel,H,2022,woba,25-27,150-400,2,8,0.023524697064254627,0.032842028804257906,
marcel,H,2022,woba,25-27,150-400,3+,23,0.01790328459533795,0.03547559983904823,
marcel,H,2022,woba,25-27,<150,1,9,0.030507805067944028,0.04653578736876582,
marcel,H,2022,woba,25-27,<150,2,3,0.03524563831788375,0.03685738752158378,
marcel,H,2022,woba,25-27,<150,3+,6,0.022946696746556066,0.0341629835447113,
marcel,H,2022,woba,25-27,>400,1,1,0.048879448700570205,0.048879448700570205,
marcel,H,2022,woba,25-27,>400,2,4,0.030922180739731603,0.03462320450900428,
marcel,H,2022,woba,25-27,>400,3+,40,0.01642762407193289,0.02977988966816956,
marcel,H,2022,woba,28-30,150-400,2,4,0.025680962536070766,0.04130998061994174,
marcel,H,2022,woba,28-30,150-400,3+,29,0.01874491166883273,0.03182886996641467,
marcel,H,2022,woba,28-30,<150,1,1,-0.005705351834054462,0.005705351834054462,
marcel,H,2022,woba,28-30,<150,2,2,0.00698007709575716,0.024187207523973665,
marcel,H,2022,woba,28-30,<150,3+,5,-0.0072104687489415575,0.04061793951174025,
marcel,H,2022,woba,28-30,>400,2,3,0.017229869648709414,0.024160216012517083,
marcel,H,2022,woba,28-30,>400,3+,52,0.017497686070854546,0.03715147878852503,
marcel,H,2022,woba,31-33,150-400,2,2,0.03492423189780138,0.03556757475764395,
marcel,H,2022,woba,31-33,150-400,3+,22,0.03263610727609228,0.041728332045353304,
marcel,H,2022,woba,31-33,<150,1,2,-0.006702086789649153,0.02548932230062001,
marcel,H,2022,woba,31-33,<150,2,1,0.021622485685204362,0.021622485685204362,
marcel,H,2022,woba,31-33,<150,3+,1,0.031631064316099855,0.031631064316099855,
marcel,H,2022,woba,31-33,>400,2,2,0.028686934660927848,0.02973583476934357,
marcel,H,2022,woba,31-33,>400,3+,38,0.017404274732999006,0.03371791958315369,
marcel,H,2022,woba,<=24,150-400,1,2,0.02675737052395842,0.02709173157437694,
marcel,H,2022,woba,<=24,150-400,2,7,-0.0033266408673799314,0.032911571176422336,
marcel,H,2022,woba,<=24,150-400,3+,2,0.028210518641827026,0.04587657091885689,
marcel,H,2022,woba,<=24,<150,1,6,0.02506324406570547,0.042815522640542794,
marcel,H,2022,woba,<=24,<150,2,4,0.0312269793723835,0.046860521766966735,
marcel,H,2022,woba,<=24,>400,1,2,0.022149230133757518,0.04538396125287524,
marcel,H,2022,woba,<=24,>400,2,2,0.008709911318973466,0.036305624552874255,
marcel,H,2022,woba,<=24,>400,3+,3,0.03529187321208383,0.037360274139600455,
marcel,H,2022,woba,>=34,150-400,2,2,0.03590863240104187,0.04808011845405184,
marcel,H,2022,woba,>=34,150-400,3+,6,0.01761794071047423,0.05457045419353035,
marcel,H,2022,woba,>=34,<150,3+,1,0.066300333327874,0.066300333327874,
marcel,H,2022,woba,>=34,>400,3+,20,0.02316696269968402,0.038193195625402916,
marcel,H,2023,woba,25-27,150-400,1,5,0.015366042605233993,0.019245544964801346,
marcel,H,2023,woba,25-27,150-400,2,16,-0.008829720589822697,0.032079609462091076,
marcel,H,2023,woba,25-27,150-400,3+,12,-0.005960253368043795,0.02808387242656989,
marcel,H,2023,woba,25-27,<150,1,10,-0.030422750621575453,0.0459610793121868,
marcel,H,2023,woba,25-27,<150,2,5,0.02258543310973739,0.031186822183287156,
marcel,H,2023,woba,25-27,<150,3+,1,-0.059321744882018856,0.059321744882018856,
marcel,H,2023,woba,25-27,>400,1,5,0.0003031442495753803,0.01667147990458178,
marcel,H,2023,woba,25-27,>400,2,8,-0.006113083205802936,0.028203023349530263,
marcel,H,2023,woba,25-27,>400,3+,24,-0.010233210628667333,0.027655371783919556,
marcel,H,2023,woba,28-30,150-400,3+,28,0.009559979851530728,0.030000205936516845,
marcel,H,2023,woba,28-30,<150,1,3,0.013542736092450703,0.029981637269710436,
marcel,H,2023,woba,28-30,<150,2,4,-0.013445322516620707,0.033241020970458564,
marcel,H,2023,woba,28-30,<150,3+,4,-0.036734102962601406,0.04332252561271154,
marcel,H,2023,woba,28-30,>400,1,1,-0.03346597293758996,0.03346597293758996,
marcel,H,2023,woba,28-30,>400,2,2,-0.02433956492176767,0.027953409734869233,
marcel,H,2023,woba,28-30,>400,3+,60,-0.0026550600486251767,0.028839026853468595,
marcel,H,2023,woba,31-33,150-400,1,2,0.03107982705663547,0.031125037143135866,
marcel,H,2023,woba,31-33,150-400,2,2,0.03809049927999344,0.04068768662060227,
marcel,H,2023,woba,31-33,150-400,3+,16,0.0005237221502386201,0.03877877055747613,
marcel,H,2023,woba,31-33,<150,2,1,-0.037242588712264824,0.037242588712264824,
marcel,H,2023,woba,31-33,<150,3+,2,0.008141278005958588,0.031354554080337785,
marcel,H,2023,woba,31-33,>400,2,1,0.035202098703030316,0.035202098703030316,
marcel,H,2023,woba,31-33,>400,3+,40,-0.0031538935262223925,0.0299566570774631,
marcel,H,2023,woba,<=24,150-400,1,8,-0.0006169750308551974,0.02907504379894335,
marcel,H,2023,woba,<=24,150-400,2,5,0.0004457566753043188,0.02476396308939672,
marcel,H,2023,woba,<=24,150-400,3+,3,-0.01909231380663662,0.03116384969951717,
marcel,H,2023,woba,<=24,<150,1,20,0.00466004023239588,0.03223572907105466,
marcel,H,2023,woba,<=24,<150,2,1,0.057052359124661556,0.057052359124661556,
marcel,H,2023,woba,<=24,>400,1,8,-0.007414371043609451,0.02098670029034217,
marcel,H,2023,woba,<=24,>400,2,1,-0.036226112328769766,0.036226112328769766,
